0,1,2,3,4,RF_label
2.0,0.4871889115087989,63.0,70.0,16.39,0.0
2.0,0.3385360763305794,98.0,103.0,5.71,1.0
2.0,0.9214007736289644,95.0,85.0,4.89,0.0
2.0,1.1480703781338917,98.0,139.0,11.04,0.0
2.0,0.0956757857895859,97.0,137.0,9.19,0.0
2.0,1.1966424362420902,110.0,184.0,3.8,1.0
2.0,0.6005237137612625,90.0,148.0,7.78,0.0
1.0,0.2767099930399377,116.0,218.0,13.13,1.0
2.0,0.2119472488956724,107.0,120.0,10.76,0.0
1.0,1.1024349808793157,99.0,101.0,15.39,0.0
2.0,1.2775958664224214,104.0,111.0,16.17,0.0
2.0,0.322345390294513,87.0,77.0,7.03,0.0
2.0,1.1480703781338917,95.0,112.0,5.07,0.0
2.0,0.0662310745710764,90.0,139.0,6.66,0.0
2.0,0.8757653763743883,90.0,97.0,4.74,0.0
1.0,0.05004038853501,104.0,78.0,34.79,0.0
2.0,0.6947311691240367,91.0,86.0,12.9,0.0
1.0,0.451870878583043,94.0,98.0,7.23,0.0
1.0,0.0794850997535194,99.0,72.0,4.49,0.0
2.0,0.322345390294513,97.0,114.0,13.34,1.0
2.0,1.491011445744905,113.0,204.0,32.83,0.0
2.0,0.3709174484027118,104.0,151.0,4.27,1.0
1.0,2.2195923173678858,97.0,105.0,13.99,0.0
2.0,0.2575826461502483,108.0,143.0,5.55,1.0
1.0,0.3547267623666459,105.0,124.0,5.87,1.0
2.0,0.7433032272322354,85.0,75.0,4.84,0.0
2.0,1.7014903642137669,104.0,130.0,20.83,0.0
1.0,0.0309130416453211,95.0,85.0,4.81,0.0
2.0,0.2737733321863148,97.0,136.0,6.28,1.0
2.0,0.6167143997973283,85.0,115.0,13.59,0.0
2.0,0.5519516556530636,118.0,125.0,29.04,0.0
1.0,3.4986565142171195,112.0,91.0,28.47,0.0
2.0,0.581396366871573,90.0,116.0,9.6,0.0
2.0,0.1766292159699171,98.0,77.0,16.35,0.0
2.0,0.4356801925469771,99.0,172.0,4.84,0.0
2.0,0.0147223556092547,94.0,137.0,5.68,0.0
2.0,2.624359468269541,96.0,98.0,20.29,0.0
2.0,0.1148031326792753,78.0,68.0,7.75,0.0
2.0,0.4871889115087989,96.0,121.0,22.0,0.0
2.0,0.5975870529076395,95.0,97.0,3.63,0.0
2.0,0.5328243087633743,105.0,125.0,14.33,0.0
2.0,0.30909136511207,102.0,169.0,1.17,1.0
2.0,0.0794850997535194,91.0,136.0,27.13,0.0
2.0,0.6461591110158378,99.0,88.0,3.19,0.0
2.0,1.6337909592158786,95.0,123.0,6.5,0.0
1.0,0.9052100875928978,91.0,104.0,6.06,0.0
1.0,0.9405281205186532,95.0,73.0,15.25,0.0
2.0,1.1966424362420902,103.0,93.0,22.13,0.0
2.0,2.770075642594138,87.0,82.0,11.73,0.0
2.0,0.5490149947994407,68.0,59.0,11.8,0.0
2.0,0.9537821457010968,93.0,126.0,2.54,1.0
2.0,1.0833076339896266,80.0,145.0,5.54,0.0
2.0,0.8404473434486331,101.0,56.0,2.63,0.0
2.0,1.1642610641699578,92.0,81.0,1.87,0.0
1.0,0.5357609696169972,87.0,92.0,17.26,0.0
2.0,0.451870878583043,91.0,106.0,12.1,0.0
2.0,0.5519516556530636,96.0,128.0,12.49,0.0
2.0,0.1148031326792753,102.0,122.0,7.87,1.0
2.0,0.0632944137174535,94.0,109.0,4.24,1.0
2.0,0.6329050858333948,108.0,150.0,15.35,1.0
1.0,0.5490149947994407,100.0,79.0,3.93,0.0
2.0,0.713858516013726,100.0,69.0,11.35,0.0
2.0,1.0994983200256925,91.0,82.0,4.57,0.0
2.0,0.5033795975448648,96.0,143.0,12.01,1.0
2.0,0.3871081344387783,84.0,78.0,9.2,0.0
1.0,0.0014683304268117,104.0,124.0,10.6,0.0
2.0,1.0023542038092954,93.0,94.0,6.75,0.0
2.0,0.972909492590786,116.0,124.0,5.93,1.0
2.0,0.3738541092563348,87.0,105.0,3.43,1.0
2.0,0.1442478438977847,89.0,119.0,5.24,1.0
2.0,2.2843550615121515,100.0,113.0,17.62,0.0
2.0,0.1633751907874741,102.0,109.0,8.77,1.0
2.0,0.986163517773229,94.0,101.0,12.66,0.0
1.0,0.5652056808355066,100.0,93.0,2.82,0.0
2.0,0.0662310745710764,90.0,103.0,9.18,0.0
2.0,0.9052100875928978,85.0,56.0,2.28,0.0
2.0,0.0632944137174535,107.0,178.0,8.1,1.0
2.0,1.3747399826388185,90.0,111.0,10.42,0.0
2.0,0.0014683304268117,100.0,93.0,5.12,1.0
2.0,0.5166336227273083,85.0,95.0,12.33,0.0
2.0,0.322345390294513,87.0,73.0,7.07,0.0
2.0,0.8595746903383219,95.0,94.0,3.68,0.0
1.0,0.5975870529076395,99.0,101.0,4.52,0.0
2.0,0.3738541092563348,87.0,124.0,14.44,0.0
1.0,1.131879692097825,82.0,61.0,7.87,0.0
2.0,0.7786212601579907,97.0,104.0,18.11,0.0
2.0,0.0662310745710764,103.0,117.0,10.4,1.0
2.0,0.3385360763305794,80.0,97.0,5.49,0.0
2.0,2.980554561063,105.0,76.0,17.11,0.0
1.0,0.5357609696169972,111.0,92.0,9.14,0.0
2.0,0.5004429366912418,82.0,61.0,9.06,0.0
2.0,1.345295271420309,87.0,76.0,22.48,0.0
2.0,0.0824217606071429,102.0,180.0,12.49,1.0
2.0,1.5881555619613026,100.0,97.0,25.43,0.0
2.0,2.689122212413808,115.0,184.0,17.15,0.0
2.0,0.3871081344387783,86.0,140.0,6.69,0.0
1.0,0.1118664718256523,93.0,99.0,7.84,0.0
2.0,0.8242566574125666,91.0,48.0,6.14,1.0
1.0,1.8633972245744288,94.0,158.0,8.46,0.0
2.0,0.6005237137612625,94.0,140.0,15.4,1.0
2.0,0.9052100875928978,80.0,74.0,3.82,0.0
1.0,0.2252012740781159,100.0,113.0,3.66,0.0
2.0,0.8433840043022555,92.0,125.0,12.87,0.0
2.0,0.6976678299776595,93.0,91.0,4.33,0.0
2.0,0.5681423416891301,112.0,156.0,12.15,1.0
1.0,0.6329050858333948,99.0,161.0,37.47,0.0
2.0,0.7300492020497925,100.0,108.0,11.26,0.0
1.0,2.3005457475482167,105.0,56.0,18.98,0.0
1.0,0.7786212601579907,97.0,64.0,5.82,0.0
2.0,0.3900447952924012,94.0,109.0,10.86,0.0
2.0,1.0376722367350508,118.0,130.0,6.83,1.0
2.0,0.2737733321863148,122.0,139.0,12.83,1.0
2.0,0.0147223556092547,101.0,136.0,4.98,0.0
2.0,1.1671977250235803,99.0,123.0,9.89,0.0
2.0,3.1100800493515286,108.0,108.0,8.37,1.0
2.0,0.9699728317371624,106.0,129.0,8.13,0.0
2.0,0.6652864579055272,95.0,134.0,8.7,0.0
1.0,0.5328243087633743,87.0,76.0,2.12,0.0
1.0,0.17956587682354,92.0,74.0,6.29,0.0
2.0,0.9537821457010968,96.0,87.0,13.4,0.0
1.0,1.636727620069502,107.0,66.0,38.36,0.0
2.0,2.980554561063,89.0,115.0,27.89,0.0
2.0,0.4062354813284677,91.0,80.0,6.13,0.0
2.0,2.559596724125277,100.0,71.0,21.22,0.0
2.0,0.0014683304268117,92.0,106.0,9.06,1.0
2.0,0.2413919601141818,121.0,132.0,11.31,1.0
2.0,1.5528375290355474,99.0,100.0,5.88,0.0
2.0,0.2090105880420494,100.0,100.0,8.9,1.0
2.0,0.4062354813284677,87.0,94.0,6.16,0.0
2.0,1.8928419357929385,94.0,161.0,2.35,0.0
2.0,0.4194895065109106,90.0,112.0,12.85,0.0
2.0,0.4062354813284677,104.0,158.0,19.2,1.0
2.0,1.0052908646629175,92.0,128.0,13.01,1.0
2.0,0.7756845993043678,106.0,102.0,5.74,1.0
1.0,0.8242566574125666,96.0,81.0,4.6,0.0
1.0,0.1309938187153412,112.0,115.0,18.72,0.0
1.0,1.5881555619613026,89.0,101.0,5.74,0.0
1.0,0.2443286209678053,107.0,125.0,5.24,0.0
2.0,1.5395835038531045,126.0,216.0,21.58,0.0
2.0,0.2252012740781159,100.0,80.0,6.47,0.0
2.0,0.322345390294513,91.0,117.0,12.08,0.0
2.0,0.9699728317371624,97.0,74.0,6.79,0.0
2.0,0.2737733321863148,90.0,103.0,5.46,1.0
2.0,0.7756845993043678,104.0,90.0,8.73,0.0
2.0,0.1604385299338506,84.0,77.0,3.62,1.0
1.0,0.0956757857895859,94.0,40.0,3.74,0.0
2.0,1.410058015564574,95.0,128.0,22.99,0.0
2.0,0.9052100875928978,90.0,114.0,5.32,1.0
2.0,1.601409587143746,80.0,126.0,2.65,0.0
2.0,0.6299684249797719,66.0,78.0,17.06,0.0
1.0,0.9567188065547196,93.0,82.0,7.09,0.0
2.0,0.3576634232202689,94.0,79.0,9.92,0.0
2.0,0.5357609696169972,91.0,111.0,9.94,0.0
2.0,0.0662310745710764,105.0,83.0,10.14,0.0
1.0,0.2090105880420494,105.0,109.0,14.45,0.0
1.0,0.7109218551601031,103.0,161.0,11.73,0.0
2.0,0.856638029484699,89.0,83.0,9.32,0.0
1.0,0.3547267623666459,95.0,95.0,6.89,0.0
1.0,0.1957565628596065,89.0,124.0,14.1,0.0
2.0,1.0538629227711171,102.0,162.0,18.21,1.0
2.0,0.0794850997535194,84.0,95.0,4.62,0.0
2.0,0.0794850997535194,96.0,103.0,11.1,0.0
2.0,0.4356801925469771,106.0,104.0,8.18,1.0
2.0,1.1642610641699578,98.0,97.0,11.32,0.0
2.0,2.883410444846602,98.0,117.0,10.3,0.0
2.0,0.0176590164628776,78.0,98.0,3.61,0.0
2.0,0.17956587682354,88.0,100.0,6.34,1.0
2.0,0.1280571578617182,92.0,95.0,3.01,0.0
1.0,0.1766292159699171,93.0,111.0,3.88,0.0
2.0,0.047103727681387,114.0,88.0,4.1,0.0
2.0,0.0632944137174535,104.0,90.0,7.98,0.0
1.0,0.4386168534006001,95.0,85.0,12.26,0.0
2.0,0.8728287155207655,101.0,89.0,9.29,0.0
2.0,0.7433032272322354,100.0,100.0,1.83,1.0
1.0,0.6785404830879707,105.0,51.0,7.68,0.0
2.0,0.6490957718694613,110.0,179.0,18.66,1.0
2.0,0.4062354813284677,100.0,56.0,5.31,0.0
2.0,0.5195702835809313,94.0,83.0,7.92,0.0
1.0,0.2899640182223806,90.0,66.0,5.01,0.0
2.0,0.2090105880420494,100.0,75.0,4.99,0.0
2.0,1.0347355758814278,94.0,88.0,12.24,0.0
2.0,0.6814771439415936,118.0,101.0,26.73,0.0
1.0,0.1148031326792753,101.0,145.0,29.54,0.0
2.0,1.390930668674885,90.0,116.0,9.24,0.0
2.0,0.4680615646191095,133.0,133.0,9.04,1.0
2.0,0.8080659713765002,98.0,122.0,4.34,1.0
2.0,0.0338497024989441,90.0,92.0,9.24,0.0
2.0,0.8404473434486331,86.0,63.0,2.71,0.0
2.0,0.1118664718256523,91.0,123.0,18.15,0.0
1.0,0.3385360763305794,99.0,98.0,10.68,0.0
2.0,0.9537821457010968,95.0,89.0,4.93,0.0
2.0,0.5652056808355066,81.0,79.0,3.18,1.0
2.0,0.7756845993043678,95.0,105.0,7.92,0.0
2.0,0.1766292159699171,96.0,83.0,5.04,0.0
1.0,0.1957565628596065,97.0,102.0,6.62,0.0
2.0,0.5166336227273083,92.0,66.0,8.48,0.0
2.0,0.7462398880858584,99.0,162.0,29.02,0.0
2.0,1.0509262619174935,101.0,86.0,5.02,0.0
1.0,0.451870878583043,96.0,72.0,9.55,0.0
1.0,1.115689006061759,105.0,90.0,20.32,0.0
2.0,0.581396366871573,94.0,110.0,13.86,0.0
1.0,0.3061547042584471,93.0,132.0,6.06,0.0
2.0,0.0338497024989441,69.0,103.0,3.13,0.0
2.0,0.5357609696169972,86.0,77.0,12.29,0.0
2.0,0.2605193070038712,100.0,95.0,12.43,1.0
1.0,0.5490149947994407,98.0,103.0,6.57,0.0
2.0,0.1280571578617182,100.0,59.0,3.81,0.0
2.0,1.6337909592158786,88.0,97.0,7.76,0.0
1.0,0.5166336227273083,103.0,96.0,5.92,0.0
1.0,0.322345390294513,98.0,79.0,11.45,0.0
2.0,0.1280571578617182,88.0,115.0,5.46,0.0
2.0,0.8404473434486331,99.0,138.0,9.13,1.0
1.0,0.7462398880858584,99.0,105.0,8.62,0.0
2.0,0.7433032272322354,96.0,106.0,3.78,1.0
2.0,0.6490957718694613,99.0,97.0,30.96,0.0
2.0,1.2805325272760444,91.0,142.0,11.6,0.0
2.0,0.8728287155207655,103.0,119.0,9.31,0.0
2.0,1.4071213547109511,95.0,104.0,9.22,0.0
2.0,0.0147223556092547,94.0,88.0,7.92,0.0
2.0,2.251973689440019,106.0,132.0,21.05,0.0
2.0,0.581396366871573,110.0,121.0,10.29,1.0
2.0,0.2575826461502483,109.0,70.0,12.5,1.0
2.0,0.5519516556530636,93.0,81.0,16.43,0.0
2.0,0.3576634232202689,96.0,82.0,10.92,0.0
2.0,0.6623497970519042,97.0,96.0,4.51,0.0
1.0,0.6785404830879707,101.0,122.0,4.76,0.0
2.0,0.0014683304268117,97.0,103.0,9.55,0.0
2.0,0.8271933182661901,99.0,157.0,13.26,1.0
2.0,0.2929006790760036,104.0,123.0,9.14,1.0
2.0,0.0986124466432088,111.0,114.0,13.57,0.0
2.0,0.2443286209678053,87.0,88.0,6.09,0.0
1.0,0.856638029484699,93.0,69.0,3.56,0.0
2.0,0.05004038853501,88.0,107.0,3.72,1.0
2.0,0.727112541196169,92.0,93.0,9.41,0.0
1.0,1.4718840988552162,104.0,104.0,14.82,0.0
2.0,0.4386168534006001,120.0,183.0,8.06,1.0
2.0,0.4386168534006001,111.0,141.0,11.43,1.0
2.0,1.0671169479535605,114.0,142.0,10.42,1.0
2.0,0.6299684249797719,92.0,134.0,4.36,1.0
2.0,0.0147223556092547,109.0,152.0,3.35,1.0
2.0,0.9699728317371624,97.0,112.0,6.41,1.0
2.0,0.584333027725196,103.0,81.0,22.46,0.0
2.0,0.8757653763743883,91.0,124.0,36.56,0.0
2.0,1.0538629227711171,102.0,105.0,13.14,0.0
2.0,0.5166336227273083,99.0,183.0,3.66,1.0
2.0,0.759493913268302,93.0,168.0,6.99,1.0
2.0,0.6299684249797719,101.0,94.0,11.17,1.0
2.0,0.0986124466432088,99.0,133.0,5.76,1.0
1.0,0.0309130416453211,86.0,68.0,5.26,0.0
1.0,0.5004429366912418,99.0,79.0,4.82,0.0
2.0,0.6947311691240367,93.0,139.0,4.12,1.0
2.0,0.4194895065109106,94.0,78.0,4.26,0.0
2.0,0.6490957718694613,91.0,103.0,18.56,0.0
2.0,0.0309130416453211,93.0,64.0,7.28,0.0
1.0,0.2767099930399377,106.0,114.0,10.2,0.0
1.0,0.5328243087633743,101.0,87.0,9.35,1.0
2.0,0.1148031326792753,101.0,84.0,9.49,0.0
2.0,0.2737733321863148,100.0,70.0,9.5,0.0
2.0,1.458630073672773,106.0,121.0,10.44,0.0
2.0,0.1766292159699171,99.0,77.0,5.65,0.0
2.0,1.8633972245744288,89.0,109.0,15.5,0.0
2.0,0.3414727371842024,110.0,172.0,5.0,1.0
2.0,0.6490957718694613,98.0,160.0,17.19,1.0
2.0,0.322345390294513,96.0,84.0,11.45,0.0
2.0,0.5975870529076395,85.0,143.0,6.61,0.0
2.0,0.7109218551601031,85.0,99.0,3.5,1.0
2.0,0.2737733321863148,98.0,113.0,6.44,1.0
2.0,0.727112541196169,127.0,164.0,20.53,0.0
2.0,0.3871081344387783,102.0,132.0,13.44,1.0
2.0,1.523392817817038,101.0,113.0,18.94,0.0
2.0,1.377676643492442,81.0,74.0,8.69,0.0
2.0,1.390930668674885,97.0,93.0,7.15,0.0
2.0,0.6947311691240367,96.0,120.0,9.66,0.0
2.0,0.5166336227273083,94.0,114.0,7.63,0.0
2.0,0.0632944137174535,120.0,221.0,13.44,1.0
2.0,1.2290238083142226,91.0,115.0,7.07,0.0
2.0,0.8404473434486331,97.0,95.0,14.13,0.0
2.0,0.3738541092563348,84.0,75.0,5.78,0.0
2.0,1.1966424362420902,91.0,158.0,4.05,0.0
2.0,1.84426987768474,89.0,83.0,3.77,0.0
1.0,0.7109218551601031,77.0,121.0,2.89,0.0
2.0,0.584333027725196,102.0,101.0,7.24,1.0
2.0,0.856638029484699,81.0,126.0,2.62,0.0
2.0,1.0023542038092954,75.0,73.0,3.45,0.0
1.0,2.6081687822334763,85.0,83.0,31.08,0.0
2.0,0.4680615646191095,82.0,75.0,4.46,1.0
2.0,0.5033795975448648,99.0,94.0,4.26,0.0
1.0,0.5490149947994407,102.0,103.0,7.97,0.0
1.0,0.7918752853404343,85.0,106.0,11.81,0.0
2.0,0.581396366871573,89.0,82.0,6.52,0.0
1.0,0.0147223556092547,96.0,92.0,2.72,0.0
2.0,0.1442478438977847,93.0,132.0,4.7,1.0
2.0,0.7786212601579907,90.0,127.0,6.13,0.0
2.0,0.8080659713765002,87.0,97.0,10.86,0.0
2.0,0.0794850997535194,108.0,179.0,6.47,1.0
2.0,0.7918752853404343,102.0,158.0,4.17,1.0
2.0,0.0632944137174535,118.0,190.0,7.39,1.0
2.0,1.1995790970957132,99.0,178.0,14.48,0.0
1.0,0.4032988204748442,92.0,96.0,5.64,0.0
2.0,1.390930668674885,95.0,98.0,7.79,0.0
2.0,0.8271933182661901,94.0,126.0,18.14,0.0
2.0,0.7433032272322354,96.0,107.0,7.62,0.0
2.0,0.17956587682354,107.0,72.0,12.02,0.0
2.0,0.9052100875928978,99.0,96.0,8.89,0.0
2.0,1.0509262619174935,93.0,87.0,6.72,0.0
2.0,1.4233120407470172,96.0,91.0,13.28,0.0
1.0,0.4386168534006001,92.0,107.0,7.91,0.0
2.0,0.8242566574125666,85.0,45.0,2.78,0.0
1.0,0.5004429366912418,93.0,117.0,6.45,0.0
1.0,0.9891001786268524,92.0,74.0,12.56,0.0
2.0,0.584333027725196,100.0,161.0,19.12,1.0
2.0,0.7109218551601031,93.0,87.0,10.38,0.0
2.0,0.5490149947994407,94.0,78.0,9.22,0.0
2.0,0.0662310745710764,107.0,111.0,6.15,0.0
2.0,0.2899640182223806,89.0,99.0,14.58,0.0
2.0,0.4062354813284677,97.0,156.0,33.64,0.0
2.0,1.2614051803863549,87.0,91.0,2.74,0.0
2.0,0.8433840043022555,111.0,118.0,11.67,0.0
2.0,0.1442478438977847,95.0,121.0,4.36,1.0
2.0,0.3547267623666459,102.0,93.0,8.12,1.0
2.0,0.5033795975448648,101.0,135.0,17.24,1.0
2.0,0.856638029484699,102.0,128.0,5.24,1.0
2.0,1.3099772384945538,97.0,128.0,1.3,1.0
2.0,1.0376722367350508,96.0,115.0,10.76,0.0
2.0,2.154829573223621,98.0,86.0,14.72,0.0
2.0,0.1118664718256523,114.0,189.0,21.79,1.0
2.0,2.883410444846602,105.0,111.0,12.32,0.0
2.0,2.3005457475482167,99.0,144.0,18.5,0.0
2.0,1.3585492966027526,94.0,102.0,13.34,0.0
2.0,0.6785404830879707,99.0,119.0,22.83,0.0
2.0,0.8404473434486331,86.0,88.0,5.41,0.0
2.0,1.1642610641699578,94.0,132.0,3.99,1.0
2.0,0.5975870529076395,76.0,51.0,2.81,0.0
1.0,0.581396366871573,131.0,147.0,7.43,0.0
2.0,0.05004038853501,79.0,52.0,5.32,0.0
1.0,0.584333027725196,100.0,142.0,17.0,0.0
2.0,0.8919560624104549,99.0,113.0,25.3,0.0
2.0,0.4356801925469771,104.0,89.0,10.46,0.0
2.0,1.0023542038092954,90.0,106.0,2.28,1.0
2.0,0.5328243087633743,89.0,107.0,3.22,1.0
2.0,1.2805325272760444,94.0,82.0,10.54,0.0
2.0,0.2443286209678053,89.0,105.0,13.02,0.0
2.0,0.5652056808355066,97.0,113.0,3.43,1.0
2.0,0.5033795975448648,93.0,104.0,6.94,1.0
2.0,1.1642610641699578,85.0,74.0,8.05,0.0
2.0,0.1604385299338506,112.0,157.0,15.69,1.0
2.0,1.3291045853842427,101.0,113.0,7.75,0.0
2.0,0.9537821457010968,96.0,153.0,4.09,1.0
2.0,1.3614859574563756,101.0,160.0,28.76,1.0
2.0,0.047103727681387,95.0,124.0,6.81,1.0
2.0,0.9699728317371624,85.0,85.0,4.44,0.0
2.0,0.05004038853501,94.0,154.0,14.96,0.0
2.0,0.0338497024989441,102.0,82.0,7.45,0.0
1.0,0.7433032272322354,99.0,197.0,11.41,1.0
1.0,0.30909136511207,100.0,125.0,17.28,0.0
2.0,1.1510070389875149,109.0,61.0,8.58,0.0
2.0,0.7756845993043678,88.0,71.0,2.91,0.0
2.0,0.7624305741219248,91.0,217.0,17.17,0.0
2.0,1.0509262619174935,80.0,77.0,3.32,0.0
2.0,0.4680615646191095,96.0,90.0,13.17,0.0
2.0,0.9405281205186532,97.0,116.0,14.1,0.0
2.0,0.1957565628596065,87.0,50.0,2.31,0.0
2.0,1.086244294843249,88.0,80.0,6.67,0.0
2.0,0.3252820511481365,101.0,115.0,9.23,1.0
2.0,0.3576634232202689,89.0,131.0,8.48,0.0
2.0,0.0014683304268117,110.0,123.0,6.79,1.0
2.0,0.5004429366912418,108.0,116.0,7.29,1.0
2.0,0.3576634232202689,92.0,95.0,5.98,0.0
2.0,0.1280571578617182,105.0,140.0,6.38,1.0
2.0,1.523392817817038,89.0,111.0,6.85,1.0
2.0,0.3738541092563348,103.0,115.0,19.41,1.0
2.0,1.3291045853842427,108.0,139.0,18.32,0.0
2.0,1.342358610566686,86.0,74.0,4.38,0.0
2.0,0.0176590164628776,89.0,76.0,11.47,0.0
2.0,2.4786432939449456,93.0,83.0,15.87,0.0
2.0,0.8919560624104549,97.0,95.0,18.98,0.0
2.0,1.0671169479535605,99.0,109.0,4.1,0.0
2.0,0.1280571578617182,94.0,112.0,6.68,0.0
2.0,1.0700536088071837,92.0,140.0,13.27,1.0
2.0,1.231960469167846,98.0,80.0,24.64,0.0
2.0,1.1642610641699578,89.0,84.0,7.73,0.0
2.0,1.212833122278156,95.0,70.0,19.57,0.0
1.0,0.3414727371842024,89.0,90.0,6.68,0.0
2.0,0.0014683304268117,113.0,102.0,4.48,0.0
2.0,0.1148031326792753,101.0,109.0,13.86,0.0
2.0,1.5366468429994808,92.0,136.0,7.31,0.0
2.0,0.9243374344825868,98.0,98.0,29.32,0.0
2.0,0.4842522506551754,104.0,105.0,3.47,1.0
2.0,0.0986124466432088,100.0,126.0,6.24,1.0
2.0,3.126270735387595,95.0,67.0,19.11,0.0
2.0,0.5975870529076395,101.0,132.0,8.69,1.0
1.0,0.05004038853501,105.0,80.0,7.64,0.0
2.0,1.1348163529514483,98.0,154.0,13.82,0.0
2.0,1.115689006061759,103.0,118.0,3.22,1.0
2.0,1.2290238083142226,90.0,117.0,15.2,1.0
2.0,0.2090105880420494,110.0,155.0,15.57,1.0
2.0,0.8728287155207655,94.0,84.0,4.28,0.0
2.0,0.7756845993043678,103.0,123.0,4.21,1.0
2.0,0.9243374344825868,100.0,83.0,18.3,0.0
2.0,0.6137777389437055,96.0,115.0,6.61,0.0
2.0,0.4356801925469771,75.0,90.0,2.81,0.0
2.0,1.2937865524584873,107.0,102.0,11.34,0.0
1.0,0.5004429366912418,100.0,80.0,6.44,0.0
2.0,0.3871081344387783,97.0,137.0,5.04,1.0
2.0,0.6299684249797719,104.0,85.0,7.42,0.0
2.0,1.0700536088071837,92.0,134.0,21.97,0.0
2.0,0.0338497024989441,98.0,119.0,6.11,1.0
2.0,0.047103727681387,104.0,120.0,9.23,1.0
2.0,0.0147223556092547,102.0,140.0,17.08,0.0
2.0,0.5328243087633743,125.0,158.0,9.34,1.0
2.0,0.4680615646191095,106.0,104.0,13.24,1.0
2.0,1.3291045853842427,87.0,102.0,4.04,0.0
2.0,0.2737733321863148,87.0,92.0,6.4,0.0
1.0,3.239605537640059,94.0,113.0,19.77,0.0
2.0,1.750062422321965,118.0,177.0,34.84,1.0
2.0,0.3547267623666459,92.0,95.0,4.37,0.0
2.0,0.1633751907874741,98.0,107.0,14.76,0.0
2.0,0.3709174484027118,97.0,118.0,2.85,1.0
2.0,0.4842522506551754,93.0,112.0,2.35,0.0
1.0,0.322345390294513,95.0,95.0,8.64,0.0
1.0,0.1471845047514076,111.0,106.0,9.71,0.0
2.0,0.5004429366912418,94.0,74.0,8.04,0.0
2.0,1.5690282150716135,90.0,102.0,6.25,0.0
2.0,0.1442478438977847,103.0,134.0,10.15,1.0
1.0,0.2899640182223806,98.0,124.0,4.17,0.0
2.0,2.6567408403416746,89.0,105.0,12.22,0.0
2.0,0.3414727371842024,99.0,103.0,4.86,0.0
1.0,0.0147223556092547,95.0,187.0,13.06,0.0
2.0,0.2252012740781159,91.0,66.0,6.43,0.0
2.0,1.0538629227711171,104.0,110.0,12.78,0.0
2.0,1.8472065385383627,113.0,103.0,25.68,0.0
1.0,0.0986124466432088,100.0,101.0,13.98,0.0
2.0,1.115689006061759,101.0,108.0,5.8,0.0
1.0,0.2281379349317388,100.0,147.0,20.67,1.0
2.0,0.4194895065109106,92.0,133.0,9.11,1.0
1.0,0.0956757857895859,109.0,101.0,7.26,0.0
2.0,0.1280571578617182,91.0,64.0,12.59,0.0
2.0,0.1928199020059835,104.0,62.0,7.63,0.0
2.0,0.4871889115087989,95.0,111.0,6.96,1.0
1.0,0.8242566574125666,103.0,164.0,4.38,0.0
1.0,0.0986124466432088,87.0,98.0,4.65,0.0
1.0,0.05004038853501,89.0,103.0,8.84,0.0
2.0,0.5357609696169972,100.0,103.0,19.77,0.0
1.0,0.1633751907874741,85.0,118.0,12.6,0.0
2.0,0.2090105880420494,102.0,129.0,18.65,1.0
2.0,0.1928199020059835,106.0,209.0,13.0,1.0
2.0,0.0338497024989441,93.0,100.0,8.63,1.0
2.0,0.7109218551601031,95.0,112.0,2.92,1.0
2.0,0.2737733321863148,96.0,100.0,13.36,0.0
2.0,0.2899640182223806,100.0,95.0,6.96,1.0
1.0,0.5166336227273083,96.0,77.0,3.52,0.0
2.0,0.4194895065109106,90.0,99.0,5.42,1.0
2.0,1.0994983200256925,88.0,85.0,7.83,0.0
2.0,0.4356801925469771,90.0,139.0,10.86,0.0
1.0,1.6852996781777003,118.0,169.0,17.92,0.0
2.0,1.345295271420309,97.0,130.0,22.14,0.0
2.0,0.30909136511207,102.0,106.0,13.21,1.0
2.0,0.3252820511481365,92.0,92.0,11.97,0.0
2.0,0.2413919601141818,95.0,109.0,4.55,1.0
2.0,1.1642610641699578,91.0,67.0,6.56,0.0
1.0,0.1957565628596065,121.0,114.0,19.26,0.0
2.0,1.2614051803863549,91.0,68.0,2.82,0.0
1.0,0.5328243087633743,112.0,86.0,10.75,0.0
2.0,1.342358610566686,96.0,90.0,5.68,0.0
2.0,0.8404473434486331,91.0,94.0,5.03,0.0
2.0,0.759493913268302,92.0,70.0,12.74,0.0
2.0,0.7433032272322354,96.0,76.0,11.26,0.0
2.0,0.7756845993043678,95.0,102.0,14.67,0.0
1.0,0.3900447952924012,110.0,123.0,7.36,0.0
1.0,0.2281379349317388,98.0,93.0,31.26,0.0
2.0,1.1833884110596466,103.0,91.0,12.95,0.0
2.0,0.2737733321863148,82.0,87.0,6.77,0.0
2.0,0.9375914596650302,67.0,129.0,3.35,0.0
2.0,0.6814771439415936,94.0,117.0,10.13,0.0
2.0,0.5004429366912418,94.0,93.0,11.06,0.0
2.0,1.6529183061055674,115.0,124.0,8.92,0.0
2.0,0.1604385299338506,91.0,115.0,11.06,0.0
2.0,1.0994983200256925,98.0,100.0,6.75,0.0
2.0,0.5519516556530636,110.0,138.0,15.45,1.0
1.0,0.5490149947994407,83.0,101.0,4.7,0.0
1.0,0.5033795975448648,98.0,143.0,6.34,1.0
2.0,0.05004038853501,98.0,91.0,5.47,0.0
2.0,0.1309938187153412,110.0,162.0,16.68,1.0
2.0,1.3099772384945538,91.0,64.0,4.8,0.0
2.0,0.0309130416453211,82.0,94.0,4.13,1.0
